,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,1235,1240,1215,1225,3,0,0.00,348466,-20.33,81.23,2.14,0.36,38746,-148,000890,427,-38598,2,10,0.82,2,15,1.22,5,-10,-0.82,117405
1,20161111,1215,1240,1205,1225,2,10,0.82,437375,-2.80,90.74,2.14,0.46,77242,-2335,000890,535,-76883,3,0,0.00,2,25,2.06,5,-10,-0.82,117405
2,20161110,1190,1220,1190,1215,2,45,3.85,449988,-59.85,71.93,2.07,0.47,202191,-134,000890,542,-202057,2,20,1.71,2,50,4.27,2,20,1.71,116447
3,20161109,1230,1240,1120,1170,5,55,-4.49,1120656,258.72,55.65,1.88,1.17,-2726,126,000890,1306,2548,2,5,0.41,2,15,1.22,5,-105,-8.57,112134
4,20161108,1235,1240,1200,1225,5,5,-0.41,312402,73.78,41.26,1.89,0.33,6661,-151,000890,382,-6510,2,5,0.41,2,10,0.81,5,-30,-2.44,117405
5,20161107,1210,1235,1210,1230,2,20,1.65,179771,-11.51,131.26,1.92,0.19,35543,-2151,000890,220,-33392,3,0,0.00,2,25,2.07,3,0,0.00,117884
6,20161104,1220,1220,1190,1210,5,5,-0.41,203161,-37.11,41.65,1.93,0.21,-932,133,000890,244,799,2,5,0.41,2,5,0.41,5,-25,-2.06,115968
7,20161103,1175,1225,1175,1215,2,20,1.67,323022,-57.87,102.33,1.93,0.34,74168,4401,000890,388,-78569,5,-20,-1.67,2,30,2.51,5,-20,-1.67,116447
8,20161102,1230,1245,1185,1195,5,45,-3.63,766644,165.90,28.68,1.86,0.80,54509,0,000890,930,-54509,5,-10,-0.81,2,5,0.40,5,-55,-4.44,114530
9,20161101,1250,1265,1235,1240,5,10,-0.80,288316,-25.86,31.40,1.80,0.30,-56687,0,000890,359,56687,3,0,0.00,2,15,1.20,5,-15,-1.20,118843
10,20161031,1270,1290,1250,1250,5,30,-2.34,388878,25.98,49.93,1.86,0.41,2392,-5,000890,490,-2219,5,-10,-0.78,2,10,0.78,5,-30,-2.34,119801
