,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,2680,2685,2610,2680,3,0,0.00,102894,-60.42,76.90,5.42,0.21,13589,-13529,009310,273,-60,3,0,0.00,2,5,0.19,5,-70,-2.61,131829
1,20161111,2750,2755,2670,2680,2,15,0.56,259952,-47.16,78.71,5.42,0.53,5898,-9509,009310,705,7401,2,85,3.19,2,90,3.38,2,5,0.19,131829
2,20161110,2550,2675,2505,2665,2,230,9.45,491951,-56.05,68.32,5.41,1.00,21229,-7517,009310,1267,288,2,115,4.72,2,240,9.86,2,70,2.87,131091
3,20161109,2710,2710,2310,2435,5,285,-10.48,1119271,919.58,43.08,5.37,2.28,57508,-23657,009310,2743,-22551,5,-10,-0.37,5,-10,-0.37,5,-410,-15.07,119778
4,20161108,2790,2790,2700,2720,5,20,-0.73,109778,-10.69,44.98,5.25,0.22,-5511,-2631,009310,299,11742,2,50,1.82,2,50,1.82,5,-40,-1.46,133797
5,20161107,2775,2890,2715,2740,3,0,0.00,122915,-3.91,41.36,5.26,0.25,9693,29,009310,339,-1295,2,35,1.28,2,150,5.47,5,-25,-0.91,134780
6,20161104,2675,2770,2660,2740,2,35,1.29,127911,-14.64,71.71,5.24,0.26,34620,0,009310,346,-29399,5,-30,-1.11,2,65,2.40,5,-45,-1.66,134780
7,20161103,2795,2840,2705,2705,5,90,-3.22,149849,-59.03,38.76,5.17,0.30,-1295,-37320,009310,411,40162,3,0,0.00,2,45,1.61,5,-90,-3.22,133059
8,20161102,2910,2945,2665,2795,5,105,-3.62,365759,195.73,36.57,5.17,0.74,-48550,-50,009310,1012,43174,2,10,0.34,2,45,1.55,5,-235,-8.10,137486
9,20161101,2880,2920,2865,2900,2,20,0.69,123679,-16.80,106.52,5.27,0.25,31640,0,009310,358,-33236,3,0,0.00,2,40,1.39,5,-15,-0.52,142651
10,20161031,2900,2915,2785,2880,5,20,-0.69,148660,73.06,142.26,5.21,0.30,9652,-2352,009310,427,-16105,3,0,0.00,2,15,0.52,5,-115,-3.97,141667
11,20161028,2870,2940,2850,2900,3,0,0.00,85902,-46.43,45.72,5.19,0.17,-26530,-35,009310,248,26374,5,-30,-1.03,2,40,1.38,5,-50,-1.72,142651
12,20161027,2840,2940,2840,2900,2,75,2.65,160343,-10.69,89.10,5.24,0.33,-7090,0,009310,466,7750,2,15,0.53,2,115,4.07,2,15,0.53,142651
13,20161026,2900,2900,2790,2825,5,65,-2.25,179530,-66.43,39.22,5.26,0.36,-10608,-1499,009310,508,14306,2,10,0.35,2,10,0.35,5,-100,-3.46,138962
14,20161025,2890,2900,2730,2890,2,20,0.70,534731,272.61,77.19,5.28,1.09,-30878,-46039,009310,1492,73353,2,20,0.70,2,30,1.05,5,-140,-4.88,142159
15,20161024,2980,2980,2855,2870,5,65,-2.21,143508,38.53,35.30,5.34,0.29,-23748,0,009310,414,25248,2,45,1.53,2,45,1.53,5,-80,-2.73,141175
16,20161021,2965,2965,2905,2935,5,10,-0.34,103593,-28.68,53.41,5.39,0.21,-12226,0,009310,304,8448,2,20,0.68,2,20,0.68,5,-40,-1.36,144373
17,20161020,2970,2975,2915,2945,5,20,-0.67,145244,41.45,30.14,5.41,0.30,-33194,0,009310,426,18194,2,5,0.17,2,10,0.34,5,-50,-1.69,144864
18,20161019,2970,2980,2930,2965,2,20,0.68,102683,-75.59,63.77,5.48,0.21,-14359,0,009310,303,14359,2,25,0.85,2,35,1.19,5,-15,-0.51,145848
19,20161018,3100,3100,2885,2945,5,105,-3.44,420744,-9.56,22.03,5.51,0.86,-9626,-76178,009310,1248,85428,2,50,1.64,2,50,1.64,5,-165,-5.41,144864
20,20161017,3015,3150,3005,3050,3,0,0.00,465241,28.44,102.94,5.53,0.95,83076,-50395,009310,1430,-31602,5,-35,-1.15,2,100,3.28,5,-45,-1.48,150029
21,20161014,3185,3190,3025,3050,5,125,-3.94,362213,48.29,24.71,5.36,0.74,2555,-55222,009310,1122,49565,2,10,0.31,2,15,0.47,5,-150,-4.72,150029
22,20161013,3215,3260,3120,3175,5,45,-1.40,244264,12.50,34.98,5.36,0.50,-24219,0,009310,771,24263,5,-5,-0.16,2,40,1.24,5,-100,-3.11,156178
23,20161012,3200,3275,3170,3220,2,20,0.62,217125,-48.40,48.33,5.41,0.44,39853,-9882,009310,698,-29971,3,0,0.00,2,75,2.34,5,-30,-0.94,158392
24,20161011,3335,3355,3170,3200,5,135,-4.05,420804,68.88,37.80,5.32,0.86,-18613,-31233,009310,1363,46627,3,0,0.00,2,20,0.60,5,-165,-4.95,157408
25,20161010,3370,3405,3310,3335,5,80,-2.34,249176,56.07,33.45,5.36,0.51,-19919,-1860,009310,836,-3221,5,-45,-1.32,5,-10,-0.29,5,-105,-3.07,164049
26,20161007,3365,3435,3365,3415,5,15,-0.44,159656,-38.96,50.34,5.40,0.32,-18845,-405,009310,543,-3205,5,-65,-1.90,2,5,0.15,5,-65,-1.90,167984
27,20161006,3480,3535,3380,3430,5,30,-0.87,261540,-9.73,44.63,5.44,0.53,-50506,-33923,009310,895,74504,2,20,0.58,2,75,2.17,5,-80,-2.31,168722
28,20161005,3320,3465,3320,3460,2,110,3.28,289734,-7.31,139.13,5.54,0.59,19862,4590,009310,989,-20657,5,-30,-0.90,2,115,3.43,5,-30,-0.90,170197
29,20161004,3310,3430,3300,3350,2,100,3.08,312594,-59.97,75.96,5.50,0.64,69013,-36221,009310,1053,-39542,2,60,1.85,2,180,5.54,2,50,1.54,164786
30,20160930,3405,3430,3250,3250,5,215,-6.20,780865,64.72,20.94,5.36,1.59,-26756,11030,009310,2583,328587,5,-60,-1.73,5,-35,-1.01,5,-215,-6.20,159867
31,20160929,3375,3490,3370,3465,2,100,2.97,474066,26.78,81.07,5.42,0.96,101793,-85231,009310,1630,-33710,2,10,0.30,2,125,3.71,2,5,0.15,170443
32,20160928,3390,3400,3285,3365,5,35,-1.03,373932,-2.31,45.58,5.21,0.76,-15692,-37509,009310,1250,29977,5,-10,-0.29,3,0,0.00,5,-115,-3.38,165524
33,20160927,3310,3420,3255,3400,2,40,1.19,382767,-48.91,59.48,5.24,0.78,-35502,-14703,009310,1279,45294,5,-50,-1.49,2,60,1.79,5,-105,-3.12,167246
34,20160926,3430,3460,3260,3360,5,155,-4.41,749241,41.51,22.80,5.31,1.52,35930,-52598,009310,2511,43379,5,-85,-2.42,5,-55,-1.56,5,-255,-7.25,165278
35,20160923,3620,3635,3490,3515,5,85,-2.36,529471,-28.87,41.04,5.24,1.08,-50793,27430,009310,1869,-2440,2,20,0.56,2,35,0.97,5,-110,-3.06,172903
36,20160922,3535,3635,3440,3600,2,95,2.71,744394,-13.68,81.43,5.35,1.51,151419,-18658,009310,2631,-152861,2,30,0.86,2,130,3.71,5,-65,-1.85,177084
37,20160921,3475,3610,3455,3505,2,5,0.14,862363,-41.54,128.23,0,1.75,0,32970,009310,3051,-68176,5,-25,-0.71,2,110,3.14,5,-45,-1.29,172411
38,20160920,3310,3545,3240,3500,2,170,5.11,1475248,33.39,180.30,4.49,3.00,231859,-82875,009310,5097,-153158,5,-20,-0.60,2,215,6.46,5,-90,-2.70,172165
39,20160919,3145,3380,3130,3330,2,175,5.55,1105975,232.46,197.42,4.49,2.25,224782,-114487,009310,3623,-111249,5,-10,-0.32,2,225,7.13,5,-25,-0.79,163803
40,20160913,3115,3190,3070,3155,2,90,2.94,332667,-4.92,123.20,4.03,0.68,57540,-62698,009310,1047,4158,2,50,1.63,2,125,4.08,2,5,0.16,155194
41,20160912,3110,3155,3050,3065,5,135,-4.22,349866,-4.71,49.63,3.91,0.71,10915,29002,009310,1079,-41641,5,-90,-2.81,5,-45,-1.41,5,-150,-4.69,150767
42,20160909,3265,3265,3100,3200,5,30,-0.93,367141,-30.64,45.09,3.89,0.75,11434,-80581,009310,1163,61423,2,35,1.08,2,35,1.08,5,-130,-4.02,157408
43,20160908,3210,3260,3055,3230,3,0,0.00,529311,-13.50,65.56,3.87,1.08,29925,17893,009310,1676,-48812,5,-20,-0.62,2,30,0.93,5,-175,-5.42,158884
