,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,87000,89000,85800,86500,3,0,0.00,167040,-57.81,85.23,3.12,0.29,-27165,752,008930,14559,25361,2,500,0.58,2,2500,2.89,5,-700,-0.81,5042112
1,20161111,88400,89400,84100,86500,5,500,-0.57,395944,-39.52,85.48,3.13,0.68,-75738,32075,008930,34395,42818,2,1400,1.61,2,2400,2.76,5,-2900,-3.33,5042112
2,20161110,77300,89200,77200,87000,2,12800,17.25,654708,110.27,138.74,3.25,1.12,4187,122888,008930,54427,-125247,2,3100,4.18,2,15000,20.22,2,3000,4.04,5071257
3,20161109,77000,77000,70500,74200,5,3800,-4.87,311369,178.56,64.86,3.23,0.53,-6206,23382,008930,22996,-22830,5,-1000,-1.28,5,-1000,-1.28,5,-7500,-9.62,4325141
4,20161108,76500,78500,76100,78000,2,1900,2.50,111779,52.96,124.71,3.22,0.19,-18070,9608,008930,8685,8582,2,400,0.53,2,2400,3.15,3,0,0.00,4546644
5,20161107,76800,76900,74300,76100,2,400,0.53,73076,-56.71,107.82,3.24,0.13,-17466,17875,008930,5526,-456,2,1100,1.45,2,1200,1.59,5,-1400,-1.85,4435893
6,20161104,74400,76500,72700,75700,2,1100,1.47,168823,-24.61,99.76,3.27,0.29,-25795,23823,008930,12686,-875,5,-200,-0.27,2,1900,2.55,5,-1900,-2.55,4412576
7,20161103,70300,74900,70300,74600,2,3900,5.52,223943,7.18,155.32,3.29,0.38,14260,25337,008930,16468,-39762,5,-400,-0.57,2,4200,5.94,5,-400,-0.57,4348457
8,20161102,74600,75300,70400,70700,5,3700,-4.97,208936,16.00,88.57,3.18,0.36,23995,10235,008930,15032,-35984,2,200,0.27,2,900,1.21,5,-4000,-5.38,4121125
9,20161101,75800,77300,74000,74400,5,1700,-2.23,180118,-40.90,105.92,3.12,0.31,10633,-109,008930,13599,-11614,5,-300,-0.39,2,1200,1.58,5,-2100,-2.76,4336799
10,20161031,79000,80100,74200,76100,5,3300,-4.16,304775,29.07,76.72,3.12,0.52,61653,-13619,008930,23298,-48558,5,-400,-0.50,2,700,0.88,5,-5200,-6.55,4435893
11,20161028,85400,85500,79200,79400,5,5900,-6.92,236129,151.96,48.24,2.96,0.41,-119,-27454,008930,19254,26505,2,100,0.12,2,200,0.23,5,-6100,-7.15,4628251
12,20161027,84500,86100,83200,85300,2,800,0.95,93718,-8.31,138.43,2.99,0.16,2090,6435,008930,7968,-9269,3,0,0.00,2,1600,1.89,5,-1300,-1.54,4972163
