,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,18250,19350,18250,18450,3,0,0.00,1417968,56.61,81.43,1.62,15.04,-34847,-21,004720,26631,89335,5,-200,-1.08,2,900,4.88,5,-200,-1.08,173935
1,20161111,17500,18750,16650,18450,2,1150,6.65,905393,30.40,130.17,1.62,9.60,-16382,1,004720,16117,13120,2,200,1.16,2,1450,8.38,5,-650,-3.76,173935
2,20161110,17500,17900,17000,17300,2,500,2.98,694326,-65.84,82.08,1.79,7.37,-76921,-2012,004720,12090,66441,2,700,4.17,2,1100,6.55,2,200,1.19,163093
3,20161109,17900,18100,15100,16800,5,1150,-6.41,2032594,100.01,65.40,2.61,21.56,67247,-2999,004720,33777,-56798,5,-50,-0.28,2,150,0.84,5,-2850,-15.88,158380
4,20161108,19000,19550,17500,17950,5,1050,-5.53,1016224,64.72,60.30,1.89,10.78,3414,-15,004720,18922,14882,3,0,0.00,2,550,2.89,5,-1500,-7.89,169221
5,20161107,19250,19600,18600,19000,3,0,0.00,616955,-37.25,58.88,1.86,6.54,-312,175,004720,11728,1957,2,250,1.32,2,600,3.16,5,-400,-2.11,179120
6,20161104,19300,20200,18700,19000,5,600,-3.06,983158,-12.24,66.85,1.86,10.43,-17888,6000,004720,19156,4701,5,-300,-1.53,2,600,3.06,5,-900,-4.59,179120
7,20161103,20100,20500,19150,19600,2,50,0.26,1120282,-47.60,86.51,2.05,11.88,-27745,-3,004720,21981,28331,2,550,2.81,2,950,4.86,5,-400,-2.05,184776
8,20161102,18550,20150,18500,19550,2,1250,6.83,2137976,136.08,118.03,2.34,22.68,-41919,-3000,004720,41272,42415,2,250,1.37,2,1850,10.11,2,200,1.09,184305
9,20161101,18900,19250,17900,18300,5,600,-3.17,905633,-52.80,52.44,2.75,9.61,-3173,0,004720,16762,-532,3,0,0.00,2,350,1.85,5,-1000,-5.29,172521
10,20161031,18600,20750,18000,18900,5,700,-3.57,1918855,-41.86,78.25,2.78,20.35,-545,-1,004720,37091,-4806,5,-1000,-5.10,2,1150,5.87,5,-1600,-8.16,178177
11,20161028,18350,20350,18200,19600,2,1950,11.05,3300328,78.18,102.28,2.84,35.01,-11727,-151,004720,63673,6532,2,700,3.97,2,2700,15.30,2,550,3.12,184776
12,20161027,19300,19850,17400,17650,5,1650,-8.55,1852199,-74.10,57.04,2.98,19.65,6393,0,004720,34271,-27362,3,0,0.00,2,550,2.85,5,-1900,-9.84,166393
13,20161026,19250,21600,17100,19300,2,1300,7.22,7152256,182.93,100.29,2.97,75.87,-4965,0,004720,140086,10370,2,1250,6.94,2,3600,20.00,5,-900,-5.00,181948
14,20161025,14150,18050,13800,18000,2,4100,29.50,2527927,467.85,154.81,3.02,26.81,-53756,1,004720,41102,30161,2,250,1.80,2,4150,29.86,5,-100,-0.72,169692
15,20161024,14250,14850,13400,13900,5,150,-1.07,445175,143.75,74.49,3.59,4.72,-53735,0,004720,6293,64300,2,200,1.42,2,800,5.69,5,-650,-4.63,131040
16,20161021,13500,14150,13450,14050,2,350,2.55,182634,-50.31,103.84,4.16,1.94,555,0,004720,2525,497,5,-200,-1.46,2,450,3.28,5,-250,-1.82,132454
17,20161020,13900,14250,13550,13700,5,200,-1.44,367545,-60.82,72.44,4.15,3.90,-50921,0,004720,5080,50654,3,0,0.00,2,350,2.52,5,-350,-2.52,129155
18,20161019,13250,14550,13150,13900,2,800,6.11,938122,24.46,109.36,4.69,9.95,3750,-1,004720,13102,32158,2,150,1.15,2,1450,11.07,2,50,0.38,131040
19,20161018,14500,14650,12950,13100,5,1450,-9.97,753762,35.51,39.30,4.65,8.00,72785,0,004720,10205,-53584,5,-50,-0.34,2,100,0.69,5,-1600,-11.00,123498
20,20161017,14500,15050,14050,14550,5,850,-5.52,556248,168.55,72.70,3.85,5.90,61313,4,004720,8064,-59995,5,-900,-5.84,5,-350,-2.27,5,-1350,-8.77,137168
21,20161014,16050,16100,15300,15400,5,650,-4.05,207131,-10.48,50.14,3.20,2.20,-34912,16,004720,3229,24876,3,0,0.00,2,50,0.31,5,-750,-4.67,145181
22,20161013,15750,16400,15600,16050,2,300,1.90,231369,-14.13,92.51,3.57,2.45,-45894,-1,004720,3714,45221,3,0,0.00,2,650,4.13,5,-150,-0.95,151309
23,20161012,15650,15900,14900,15750,2,100,0.64,269451,-18.07,75.78,4.06,2.86,55091,0,004720,4168,-56047,3,0,0.00,2,250,1.60,5,-750,-4.79,148481
24,20161011,16300,16650,15300,15650,5,700,-4.28,328890,45.91,53.78,3.47,3.49,29421,0,004720,5212,-29274,5,-50,-0.31,2,300,1.83,5,-1050,-6.42,147538
25,20161010,16100,16750,15900,16350,5,150,-0.91,225411,-36.37,66.57,3.16,2.39,40151,0,004720,3698,-39880,5,-400,-2.42,2,250,1.52,5,-600,-3.64,154137
26,20161007,17250,17500,16400,16500,5,750,-4.35,354229,19.63,31.79,2.73,3.76,19996,-2,004720,6008,-36699,3,0,0.00,2,250,1.45,5,-850,-4.93,155551
27,20161006,18350,18350,17250,17250,5,850,-4.70,296112,-8.43,35.20,2.52,3.14,-15625,-120,004720,5232,15685,2,250,1.38,2,250,1.38,5,-850,-4.70,162622
28,20161005,18550,18950,18100,18100,2,250,1.40,323379,99.55,85.84,2.69,3.43,-59912,-95,004720,5966,57202,2,700,3.92,2,1100,6.16,2,250,1.40,170635
29,20161004,17800,18050,17300,17850,2,50,0.28,162055,-41.14,78.89,3.32,1.72,-1867,0,004720,2877,1874,3,0,0.00,2,250,1.40,5,-500,-2.81,168278
30,20160930,18000,18150,17250,17800,5,400,-2.20,275324,57.60,47.58,3.34,2.92,-5436,0,004720,4858,6462,5,-200,-1.10,5,-50,-0.27,5,-950,-5.22,167807
31,20160929,18400,18700,18200,18200,5,300,-1.62,174693,-14.26,72.55,3.40,1.85,-9209,64,004720,3209,9308,5,-100,-0.54,2,200,1.08,5,-300,-1.62,171578
32,20160928,18300,18600,18100,18500,2,250,1.37,203750,-65.03,53.26,3.50,2.16,12211,4,004720,3729,-12104,2,50,0.27,2,350,1.92,5,-150,-0.82,174406
33,20160927,18450,19500,18200,18250,3,0,0.00,582586,83.33,85.01,3.37,6.18,-51540,-16,004720,10921,51431,2,200,1.10,2,1250,6.85,5,-50,-0.27,172049
34,20160926,18850,18900,18100,18250,5,650,-3.44,317772,74.36,43.27,3.91,3.37,-17025,-5,004720,5833,16879,5,-50,-0.26,3,0,0.00,5,-800,-4.23,172049
35,20160923,19000,19150,18550,18900,2,50,0.27,182249,-46.64,59.37,4.09,1.93,20448,68,004720,3432,-20508,2,150,0.80,2,300,1.59,5,-300,-1.59,178177
36,20160922,18950,19500,18600,18850,5,400,-2.08,341561,-12.98,45.18,3.88,3.62,2793,-22,004720,6458,-1682,5,-300,-1.56,2,250,1.30,5,-650,-3.38,177706
37,20160921,20100,20150,18950,19250,5,700,-3.51,392490,-51.83,32.31,0,4.16,0,0,004720,7645,18559,2,150,0.75,2,200,1.00,5,-1000,-5.01,181477
38,20160920,19500,21050,19250,19950,2,400,2.05,814780,58.94,89.01,4.60,8.64,-52899,-12,004720,16516,53058,5,-50,-0.26,2,1500,7.67,5,-300,-1.53,188076
39,20160919,19500,19700,18950,19550,2,100,0.51,512623,-39.50,70.74,4.60,5.44,-28200,-9,004720,9902,33369,2,50,0.26,2,250,1.29,5,-500,-2.57,184305
40,20160913,18150,19950,17950,19450,2,1400,7.76,847318,14.09,118.87,4.90,8.99,33196,292,004720,16178,-16070,2,100,0.55,2,1900,10.53,5,-100,-0.55,183362
41,20160912,18900,19300,17100,18050,5,1150,-5.99,742667,19.86,48.50,4.63,7.88,43213,299,004720,13586,-29652,5,-300,-1.56,2,100,0.52,5,-2100,-10.94,170164
42,20160909,19850,19850,18600,19200,5,350,-1.79,619594,-75.96,69.37,4.18,6.57,29804,253,004720,11905,-28401,2,300,1.53,2,300,1.53,5,-950,-4.86,181005
43,20160908,19700,21500,17900,19550,5,300,-1.51,2577018,0.68,74.91,3.86,27.34,-132846,-328,004720,51002,153365,5,-150,-0.76,2,1650,8.31,5,-1950,-9.82,184305
44,20160907,17150,20000,17050,19850,2,2700,15.74,2559643,766.42,145.44,5.27,27.15,125996,-45,004720,47962,-127864,3,0,0.00,2,2850,16.62,5,-100,-0.58,187133
45,20160906,17250,17300,16800,17150,3,0,0.00,295427,-54.83,62.59,3.93,3.13,-14118,-466,004720,5029,14419,2,100,0.58,2,150,0.87,5,-350,-2.04,161679
46,20160905,16650,17400,16550,17150,2,500,3.00,654101,100.61,114.16,4.08,6.94,15992,-419,004720,11165,-15524,3,0,0.00,2,750,4.50,5,-100,-0.60,161679
47,20160902,16050,16750,16000,16650,2,550,3.42,326064,-3.11,112.80,3.92,3.46,20269,-521,004720,5337,-19931,5,-50,-0.31,2,650,4.04,5,-100,-0.62,156966
48,20160901,15850,16600,15850,16100,2,200,1.26,336521,37.93,83.31,3.71,3.57,29318,0,004720,5457,-29017,5,-50,-0.31,2,700,4.40,5,-50,-0.31,151780
49,20160831,16350,16550,15850,15900,5,550,-3.34,243980,1.23,35.91,3.41,2.59,-2042,27,004720,3922,2617,5,-100,-0.61,2,100,0.61,5,-600,-3.65,149895
50,20160830,16700,16700,16250,16450,5,100,-0.60,241017,-59.08,54.93,3.43,2.56,-14295,81,004720,3960,10185,2,150,0.91,2,150,0.91,5,-300,-1.81,155080
51,20160829,16000,16900,16000,16550,2,700,4.42,589025,188.19,127.27,3.58,6.25,45995,60,004720,9716,-44145,2,150,0.95,2,1050,6.62,2,150,0.95,156023
52,20160826,15600,16050,15400,15850,2,250,1.60,204391,-7.73,106.20,3.09,2.17,30233,-4,004720,3227,-27230,3,0,0.00,2,450,2.88,5,-200,-1.28,149424
53,20160825,16000,16150,15500,15600,5,500,-3.11,221520,113.69,38.08,2.77,2.35,-1479,60,004720,3478,1096,5,-100,-0.62,2,50,0.31,5,-600,-3.73,147067
54,20160824,16400,16400,15950,16100,5,150,-0.92,103663,-68.17,41.97,2.79,1.10,8218,34,004720,1674,-250,2,150,0.92,2,150,0.92,5,-300,-1.85,151780
55,20160823,16200,16550,15550,16250,5,200,-1.22,325727,-22.49,55.16,2.70,3.46,15416,-4,004720,5253,2692,5,-250,-1.52,2,100,0.61,5,-900,-5.47,153195
56,20160822,16900,17300,16450,16450,5,350,-2.08,420236,120.93,79.10,2.54,4.46,-45337,17,004720,7061,70325,2,100,0.60,2,500,2.98,5,-350,-2.08,155080
57,20160819,16600,16950,16500,16800,2,250,1.51,190209,27.57,90.46,3.02,2.02,20391,154,004720,3184,-15441,2,50,0.30,2,400,2.42,5,-50,-0.30,158380
