,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,1010,1030,1005,1020,3,0,0.00,143164,22.15,66.86,3.60,0.16,24704,-222,000300,145,-24483,5,-10,-0.98,2,10,0.98,5,-15,-1.47,89883
1,20161111,1025,1025,1000,1020,3,0,0.00,117199,-63.45,61.08,3.60,0.13,7908,6,000300,118,-8064,2,5,0.49,2,5,0.49,5,-20,-1.96,89883
2,20161110,995,1020,991,1020,2,57,5.92,320616,-63.05,114.28,3.59,0.36,39392,-149,000300,323,-39393,2,32,3.32,2,57,5.92,2,28,2.91,89883
3,20161109,1045,1060,962,963,5,87,-8.29,867770,308.51,28.82,3.55,0.98,-74840,17,000300,859,73823,5,-5,-0.48,2,10,0.95,5,-88,-8.38,84860
4,20161108,1075,1080,1050,1050,5,30,-2.78,212421,11.93,53.50,3.63,0.24,-84981,-140,000300,226,85121,5,-5,-0.46,3,0,0.00,5,-30,-2.78,92527
5,20161107,1015,1080,1000,1080,2,65,6.40,189787,45.78,144.94,3.73,0.22,-4526,1706,000300,198,2831,3,0,0.00,2,65,6.40,5,-15,-1.48,95170
6,20161104,997,1015,997,1015,2,10,1.00,130186,15.75,70.56,3.73,0.15,2365,0,000300,131,-2376,5,-8,-0.80,2,10,1.00,5,-8,-0.80,89442
7,20161103,993,1010,993,1005,2,5,0.50,112467,-79.35,115.22,3.73,0.13,-4955,23,000300,113,4932,5,-7,-0.70,2,10,1.00,5,-7,-0.70,88561
8,20161102,1030,1075,999,1000,5,45,-4.31,544654,399.28,19.58,3.74,0.62,11018,0,000300,546,-14979,5,-15,-1.44,2,30,2.87,5,-46,-4.40,88121
9,20161101,1035,1050,1020,1045,2,15,1.46,109088,-60.26,58.41,3.72,0.12,30607,0,000300,113,-30588,2,5,0.49,2,20,1.94,5,-10,-0.97,92086
