,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,447,462,435,440,3,0,0.00,337851,-70.96,66.62,1.18,1.18,5774,0,052270,151,-5413,2,7,1.59,2,22,5.00,5,-5,-1.14,12640
1,20161111,420,476,417,440,2,25,6.02,1163480,340.41,140.51,1.18,4.05,39455,-2,052270,521,-30104,2,5,1.20,2,61,14.70,2,2,0.48,12640
2,20161110,405,423,403,415,2,16,4.01,264183,-70.38,151.56,1.07,0.92,92141,0,052270,109,-92141,2,6,1.50,2,24,6.02,2,4,1.00,11922
3,20161109,410,425,376,399,5,19,-4.55,892007,103.55,45.01,0.75,3.10,9783,0,052270,351,-8083,5,-8,-1.91,2,7,1.67,5,-42,-10.05,11463
4,20161108,435,441,409,418,5,7,-1.65,438229,114.88,31.66,0.72,1.53,-28621,0,052270,185,28621,2,10,2.35,2,16,3.76,5,-16,-3.76,12008
5,20161107,411,426,410,425,2,14,3.41,203938,-37.33,99.80,0.82,0.71,18013,0,052270,85,-19013,3,0,0.00,2,15,3.65,5,-1,-0.24,12210
6,20161104,403,422,400,411,2,6,1.48,325396,-12.71,94.26,0.75,1.13,18833,-1,052270,133,-19932,5,-2,-0.49,2,17,4.20,5,-5,-1.23,11807
7,20161103,390,420,390,405,2,5,1.25,372777,-26.67,97.91,0.69,1.30,18923,0,052270,152,-19923,5,-10,-2.50,2,20,5.00,5,-10,-2.50,11635
8,20161102,430,433,400,400,5,30,-6.98,508381,-12.54,46.83,0.62,1.77,6436,1,052270,209,-11044,3,0,0.00,2,3,0.70,5,-30,-6.98,11491
9,20161101,420,450,413,430,2,9,2.14,581272,11.15,62.63,0.60,2.02,7324,2,052270,250,-11385,5,-1,-0.24,2,29,6.89,5,-8,-1.90,12353
10,20161031,446,453,407,421,5,24,-5.39,522979,-50.06,46.88,0.57,1.82,7115,0,052270,223,-10915,2,1,0.22,2,8,1.80,5,-38,-8.54,12095
11,20161028,469,477,441,445,5,24,-5.12,1047285,194.76,49.46,0.55,3.65,1710,2,052270,472,-1624,3,0,0.00,2,8,1.71,5,-28,-5.97,12784
12,20161027,475,475,460,469,5,5,-1.05,355295,-37.91,34.86,0.54,1.24,-165,0,052270,166,-1793,2,1,0.21,2,1,0.21,5,-14,-2.95,13474
13,20161026,478,479,459,474,3,0,0.00,572230,11.97,32.67,0.54,1.99,-3543,0,052270,267,8156,2,4,0.84,2,5,1.05,5,-15,-3.16,13617
14,20161025,471,475,463,474,2,5,1.07,511068,-25.27,47.83,0.56,1.78,-2236,0,052270,240,2116,2,2,0.43,2,6,1.28,5,-6,-1.28,13617
15,20161024,470,478,463,469,5,1,-0.21,683880,-40.02,41.56,0.56,2.38,472,0,052270,321,-1362,3,0,0.00,2,8,1.70,5,-7,-1.49,13474
16,20161021,487,487,469,470,5,13,-2.69,1140172,-58.42,16.19,0.56,3.97,1380,0,052270,540,-2123,2,4,0.83,2,4,0.83,5,-14,-2.90,13502
17,20161020,499,507,478,483,5,9,-1.83,2741878,148.87,58.14,0.56,9.54,-791,0,052270,1349,-12792,2,7,1.42,2,15,3.05,5,-14,-2.85,13876
18,20161019,495,505,480,492,2,3,0.61,1101748,-60.23,74.70,0.56,3.84,2343,0,052270,539,2569,2,6,1.23,2,16,3.27,5,-9,-1.84,14134
19,20161018,514,534,488,489,5,19,-3.74,2770316,-78.22,65.71,0.55,9.64,-2057,0,052270,1396,110,2,6,1.18,2,26,5.12,5,-20,-3.94,14048
20,20161017,489,588,482,508,2,24,4.96,12721054,91.44,93.78,0.56,44.28,230,-232260,052270,6820,609875,2,5,1.03,2,104,21.49,5,-2,-0.41,14594
21,20161014,480,540,473,484,2,10,2.11,6645053,1239.91,90.87,0.56,23.13,-59576,0,052270,3346,90762,2,6,1.27,2,66,13.92,5,-1,-0.21,13904
22,20161013,465,482,464,474,2,5,1.07,495933,-77.29,81.36,0.77,1.73,26644,0,052270,234,-25878,5,-4,-0.85,2,13,2.77,5,-5,-1.07,13617
23,20161012,471,499,465,469,5,2,-0.42,2183362,53.10,60.67,0.67,7.60,25566,0,052270,1046,-27030,3,0,0.00,2,28,5.94,5,-6,-1.27,13474
24,20161011,489,504,464,471,5,7,-1.46,1426111,29.09,71.33,0.58,4.96,-12437,0,052270,690,3683,2,11,2.30,2,26,5.44,5,-14,-2.93,13531
25,20161010,461,482,460,478,2,17,3.69,1104759,-36.52,78.55,0.63,3.85,-11199,0,052270,519,11999,3,0,0.00,2,21,4.56,5,-1,-0.22,13732
26,20161007,480,505,460,461,5,18,-3.76,1740331,4.96,32.81,0.67,6.06,2973,0,052270,829,-12777,2,1,0.21,2,26,5.43,5,-19,-3.97,13244
27,20161006,520,526,478,479,5,13,-2.64,1658051,-6.21,38.59,0.66,5.77,-12642,0,052270,812,-1428,2,28,5.69,2,34,6.91,5,-14,-2.85,13761
28,20161005,501,519,481,492,5,9,-1.80,1767839,-79.11,56.47,0.70,6.15,-24102,0,052270,874,11176,3,0,0.00,2,18,3.59,5,-20,-3.99,14134
29,20161004,468,558,458,501,2,38,8.21,8464108,1068.78,90.28,0.78,29.46,37729,0,052270,4395,471877,2,5,1.08,2,95,20.52,5,-5,-1.08,14393
30,20160930,479,495,460,463,5,16,-3.34,724182,-51.99,42.59,0.65,2.52,-19586,0,052270,345,30903,3,0,0.00,2,16,3.34,5,-19,-3.97,13301
31,20160929,475,510,467,479,2,8,1.70,1508394,137.00,76.13,0.72,5.25,32698,0,052270,729,-21703,2,4,0.85,2,39,8.28,5,-4,-0.85,13761
