,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,21900,22200,21400,22200,3,0,0.00,110176,-6.09,75.95,25.72,0.38,12861,21320,093050,2399,-34181,5,-300,-1.35,3,0,0.00,5,-800,-3.60,649128
1,20161111,22000,22500,21850,22200,2,250,1.14,117321,39.90,127.34,25.73,0.40,42209,-15948,093050,2599,-22500,2,50,0.23,2,550,2.51,5,-100,-0.46,649128
2,20161110,21950,22400,21650,21950,2,250,1.15,83859,-36.74,51.87,25.59,0.29,12915,-26847,093050,1835,13746,2,250,1.15,2,700,3.23,5,-50,-0.23,641818
3,20161109,22200,22250,21350,21700,5,400,-1.81,132557,187.61,92.49,25.54,0.45,23019,21486,093050,2896,-44858,2,100,0.45,2,150,0.68,5,-750,-3.39,634508
4,20161108,21850,22150,21800,22100,2,200,0.91,46089,-37.41,65.89,25.46,0.16,8030,-8152,093050,1012,123,5,-50,-0.23,2,250,1.14,5,-100,-0.46,646204
5,20161107,22450,22450,21800,21900,5,450,-2.01,73641,-1.11,89.72,25.43,0.25,-18825,253,093050,1618,21007,2,100,0.45,2,100,0.45,5,-550,-2.46,640356
6,20161104,21950,22400,21850,22350,2,450,2.05,74466,18.65,240.97,25.49,0.25,14655,6340,093050,1653,-21318,2,50,0.23,2,500,2.28,5,-50,-0.23,653514
7,20161103,21250,22000,21250,21900,2,500,2.34,62760,7.91,484.34,25.44,0.21,-16026,41641,093050,1371,-25363,5,-150,-0.70,2,600,2.80,5,-150,-0.70,640356
8,20161102,21350,21550,21100,21400,5,50,-0.23,58160,13.31,136.73,25.49,0.20,1663,20091,093050,1243,-21544,5,-100,-0.47,2,100,0.47,5,-350,-1.63,625736
9,20161101,21400,21700,21300,21450,5,250,-1.15,51329,-25.73,90.61,25.49,0.18,-5277,1619,093050,1101,3820,5,-300,-1.38,3,0,0.00,5,-400,-1.84,627198
10,20161031,21600,21750,21200,21700,2,150,0.70,69110,45.98,196.77,25.51,0.24,23520,1964,093050,1485,-22335,2,50,0.23,2,200,0.93,5,-350,-1.62,634508
11,20161028,21850,21950,21550,21550,5,450,-2.05,47343,21.52,94.32,25.43,0.16,-3842,853,093050,1026,5149,5,-150,-0.68,5,-50,-0.23,5,-450,-2.05,630122
12,20161027,22000,22050,21750,22000,3,0,0.00,38959,-54.63,135.79,25.44,0.13,-6457,13201,093050,854,-4583,3,0,0.00,2,50,0.23,5,-250,-1.14,643280
13,20161026,21850,22000,21300,22000,2,150,0.69,85865,26.64,131.69,25.46,0.29,-14145,30447,093050,1858,-16312,3,0,0.00,2,150,0.69,5,-550,-2.52,643280
14,20161025,22350,22350,21750,21850,5,450,-2.02,67800,-7.57,54.10,25.51,0.23,7251,-7181,093050,1489,5204,2,50,0.22,2,50,0.22,5,-550,-2.47,638894
15,20161024,22600,22850,22300,22300,5,550,-2.41,73350,-9.28,53.85,25.49,0.25,3947,-8898,093050,1645,6941,5,-250,-1.09,3,0,0.00,5,-550,-2.41,652052
16,20161021,22950,22950,22450,22850,5,100,-0.44,80852,-12.94,72.47,25.47,0.28,-8821,8373,093050,1836,498,3,0,0.00,3,0,0.00,5,-500,-2.18,668134
17,20161020,22800,23050,22450,22950,2,200,0.88,92866,11.06,243.34,25.50,0.32,-653,11576,093050,2113,-10051,2,50,0.22,2,300,1.32,5,-300,-1.32,671058
18,20161019,22200,22750,22200,22750,2,450,2.02,83620,73.43,232.37,25.50,0.29,5318,22159,093050,1892,-24579,5,-100,-0.45,2,450,2.02,5,-100,-0.45,665210
19,20161018,22300,22450,22100,22300,5,200,-0.89,48216,-25.27,94.54,25.49,0.16,-2327,-3292,093050,1072,5622,5,-200,-0.89,5,-50,-0.22,5,-400,-1.78,652052
20,20161017,22650,22700,22450,22500,3,0,0.00,64520,-36.15,17.05,25.49,0.22,5729,7007,093050,1452,-12564,2,150,0.67,2,200,0.89,5,-50,-0.22,657900
21,20161014,22650,22800,22350,22500,5,150,-0.66,101047,-50.94,114.16,25.53,0.35,-42936,34722,093050,2280,9068,3,0,0.00,2,150,0.66,5,-300,-1.32,657900
22,20161013,22350,22800,22250,22650,2,300,1.34,205973,239.90,102.05,25.67,0.70,-23294,54314,093050,4640,-30730,3,0,0.00,2,450,2.01,5,-100,-0.45,662286
23,20161012,22550,22550,22250,22350,5,200,-0.89,60598,-6.54,69.48,25.75,0.21,-4214,-6545,093050,1355,10791,3,0,0.00,3,0,0.00,5,-300,-1.33,653514
24,20161011,22400,22600,22250,22550,2,300,1.35,64839,6.66,133.90,25.77,0.22,13311,2324,093050,1459,-14822,2,150,0.67,2,350,1.57,3,0,0.00,659362
25,20161010,22100,22300,21950,22250,2,350,1.60,60793,10.38,192.45,25.72,0.21,7101,23610,093050,1348,-30710,2,200,0.91,2,400,1.83,2,50,0.23,650590
26,20161007,21900,22100,21700,21900,5,150,-0.68,55078,0.61,62.17,25.70,0.19,2917,-10623,093050,1205,6860,5,-150,-0.68,2,50,0.23,5,-350,-1.59,640356
27,20161006,22000,22200,21850,22050,5,150,-0.68,54746,-9.09,150.68,25.69,0.19,124,-4158,093050,1204,4034,5,-200,-0.90,3,0,0.00,5,-350,-1.58,644742
28,20161005,22300,22300,21850,22200,5,200,-0.89,60219,-27.82,71.57,25.69,0.21,523,-19721,093050,1327,19189,5,-100,-0.45,5,-100,-0.45,5,-550,-2.46,649128
29,20161004,21950,22500,21950,22400,2,250,1.13,83432,-3.78,89.66,25.69,0.29,27467,-18935,093050,1859,-13032,5,-200,-0.90,2,350,1.58,5,-200,-0.90,654976
30,20160930,21900,22150,21650,22150,2,150,0.68,86708,38.76,88.85,25.59,0.30,-20172,34398,093050,1907,-14225,5,-100,-0.45,2,150,0.68,5,-350,-1.59,647666
31,20160929,21850,22050,21850,22000,2,150,0.69,62487,138.51,132.65,25.66,0.21,29772,-20153,093050,1371,-9619,3,0,0.00,2,200,0.92,3,0,0.00,643280
32,20160928,21700,22050,21650,21850,2,100,0.46,26199,3.11,180.73,25.56,0.09,7710,1943,093050,574,-9652,5,-50,-0.23,2,300,1.38,5,-100,-0.46,638894
33,20160927,21750,21900,21450,21750,2,150,0.69,25408,-18.08,59.32,25.53,0.09,8515,-6415,093050,551,-3084,2,150,0.69,2,300,1.39,5,-150,-0.69,635970
34,20160926,22050,22100,21550,21600,5,300,-1.37,31017,-25.21,17.47,25.50,0.11,3992,-12694,093050,674,8692,2,150,0.68,2,200,0.91,5,-350,-1.60,631584
35,20160923,22000,22150,21750,21900,3,0,0.00,41470,15.18,87.85,25.48,0.14,11798,-11030,093050,908,-835,2,100,0.46,2,250,1.14,5,-150,-0.68,640356
36,20160922,21600,21950,21600,21900,2,300,1.39,36003,-17.76,128.05,25.44,0.12,5490,7141,093050,785,-12630,3,0,0.00,2,350,1.62,3,0,0.00,640356
37,20160921,21700,21850,21500,21600,5,150,-0.69,43777,-67.55,85.49,0,0.15,0,9693,093050,949,4840,5,-50,-0.23,2,100,0.46,5,-250,-1.15,631584
38,20160920,20800,21900,20800,21750,2,800,3.82,134899,28.92,251.68,25.43,0.46,13081,49788,093050,2910,-62867,5,-150,-0.72,2,950,4.53,5,-150,-0.72,635970
39,20160919,20700,21050,20600,20950,2,50,0.24,104640,6.15,64.74,25.43,0.36,-58433,22129,093050,2170,34911,5,-200,-0.96,2,150,0.72,5,-300,-1.44,612578
40,20160913,21200,21200,20750,20900,5,200,-0.95,98582,9.77,60.37,25.63,0.34,-16629,-12522,093050,2058,29119,2,100,0.47,2,100,0.47,5,-350,-1.66,611116
41,20160912,21000,21200,20800,21100,5,50,-0.24,89810,29.60,55.00,25.69,0.31,-42762,48199,093050,1885,-5391,5,-150,-0.71,2,50,0.24,5,-350,-1.65,616964
42,20160909,21100,21250,20950,21150,5,50,-0.24,69300,-25.38,60.46,25.83,0.24,-5938,-1679,093050,1460,7610,5,-100,-0.47,2,50,0.24,5,-250,-1.18,618426
43,20160908,21200,21300,21050,21200,3,0,0.00,92870,0.63,46.29,25.85,0.32,-6825,-7313,093050,1966,14138,3,0,0.00,2,100,0.47,5,-150,-0.71,619888
44,20160907,21350,21550,21150,21200,5,100,-0.47,92286,3.18,24.22,25.88,0.32,45124,-51545,093050,1967,7298,2,50,0.23,2,250,1.17,5,-150,-0.70,619888
