,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,732,745,719,726,3,0,0.00,3163928,-17.23,53.09,1.11,2.09,-344495,11103,096690,2305,89026,2,6,0.83,2,19,2.62,5,-7,-0.96,109937
1,20161111,730,740,718,726,2,2,0.28,3822458,-2.51,84.87,1.11,2.52,15569,19758,096690,2789,-44578,2,6,0.83,2,16,2.21,5,-6,-0.83,109937
2,20161110,720,734,713,724,2,22,3.13,3921032,-42.42,62.62,1.10,2.59,483994,-42634,096690,2840,-412424,2,18,2.56,2,32,4.56,2,11,1.57,109634
3,20161109,752,752,670,702,5,36,-4.88,6809742,-28.22,48.89,0.66,4.50,799766,-40,096690,4788,-799831,2,14,1.90,2,14,1.90,5,-68,-9.21,106303
4,20161108,762,781,734,738,2,25,3.51,9486501,39.32,75.24,0.21,6.26,-837873,-24153,096690,7179,874811,2,49,6.87,2,68,9.54,2,21,2.95,111754
5,20161107,807,842,792,800,5,10,-1.23,6809112,31.62,49.81,0.76,4.50,239263,30095,096690,5537,-218051,5,-3,-0.37,2,32,3.95,5,-18,-2.22,121143
6,20161104,820,843,808,810,5,16,-1.94,5173453,17.45,63.52,0.60,3.42,304575,-23103,096690,4252,-312958,5,-6,-0.73,2,17,2.06,5,-18,-2.18,122657
7,20161103,848,879,826,826,5,17,-2.02,4404672,-68.09,49.17,0.40,2.91,25582,1735,096690,3735,1854,2,5,0.59,2,36,4.27,5,-17,-2.02,125080
8,20161102,856,937,835,843,5,26,-2.99,13803079,-69.35,81.48,0.38,9.12,-884714,17376,096690,12332,834804,5,-13,-1.50,2,68,7.83,5,-34,-3.91,127654
9,20161101,785,989,785,869,2,70,8.76,45030203,1086.25,94.63,0.95,29.74,-1389184,-14111,096690,41801,1390114,5,-14,-1.75,2,190,23.78,5,-14,-1.75,131591
10,20161031,830,839,793,799,5,36,-4.31,3796010,-20.17,52.75,1.84,2.51,999426,-10360,096690,3066,-1040949,5,-5,-0.60,2,4,0.48,5,-42,-5.03,120991
11,20161028,878,895,834,835,5,45,-5.11,4755020,-28.02,33.65,1.18,3.14,-267802,36202,096690,4092,206338,5,-2,-0.23,2,15,1.70,5,-46,-5.23,126443
12,20161027,880,907,874,880,2,21,2.44,6606171,-1.25,70.62,1.36,4.36,-758993,-18580,096690,5860,803688,2,21,2.44,2,48,5.59,2,15,1.75,133257
13,20161026,857,887,833,859,5,6,-0.69,6689541,-45.11,68.63,1.86,4.42,1343174,21465,096690,5733,-1365126,5,-8,-0.92,2,22,2.54,5,-32,-3.70,130077
14,20161025,925,949,865,865,5,42,-4.63,12187938,-54.69,52.34,1.09,8.05,-1598103,3850,096690,11136,1550934,2,18,1.98,2,42,4.63,5,-42,-4.63,130986
15,20161024,800,946,784,907,5,49,-5.13,26899749,353.87,104.43,2.29,17.76,2911781,14046,096690,23576,-2833101,5,-156,-16.32,5,-10,-1.05,5,-172,-17.99,137346
16,20161021,1000,1015,956,956,5,42,-4.21,5926770,-6.99,54.94,0.37,3.91,234057,2010,096690,5787,-187627,2,2,0.20,2,17,1.70,5,-42,-4.21,144766
17,20161020,1050,1055,998,998,5,47,-4.50,6372165,62.14,33.61,0.21,4.21,77856,0,096690,6456,-70254,2,5,0.48,2,10,0.96,5,-47,-4.50,151126
18,20161019,1070,1075,1040,1045,5,20,-1.88,3929926,-36.01,40.04,0.16,2.60,-222196,-1,096690,4135,265711,2,5,0.47,2,10,0.94,5,-25,-2.35,158243
19,20161018,1040,1085,1040,1065,3,0,0.00,6141546,20.96,88.59,0.31,4.06,-48885,1,096690,6506,47011,5,-25,-2.35,2,20,1.88,5,-25,-2.35,161271
20,20161017,1060,1095,1055,1065,2,10,0.95,5077271,-22.47,101.25,0.34,3.35,-304466,0,096690,5435,202058,2,5,0.47,2,40,3.79,3,0,0.00,161271
21,20161014,1055,1105,1050,1055,3,0,0.00,6548724,-13.01,73.68,0.54,4.32,502320,0,096690,7022,-430924,3,0,0.00,2,50,4.74,5,-5,-0.47,159757
22,20161013,1115,1120,1045,1055,5,60,-5.38,7528239,42.68,47.59,0.21,4.97,89955,-1800,096690,8090,-84830,3,0,0.00,2,5,0.45,5,-70,-6.28,159757
23,20161012,1110,1135,1105,1115,3,0,0.00,5276459,-42.43,99.11,0.15,3.48,-89258,0,096690,5902,82520,5,-5,-0.45,2,20,1.79,5,-10,-0.90,168843
24,20161011,1150,1155,1070,1115,5,30,-2.62,9165720,15.88,60.28,0.21,6.05,251184,1754,096690,10107,-252189,2,5,0.44,2,10,0.87,5,-75,-6.55,168843
25,20161010,1185,1225,1140,1145,5,35,-2.97,7909369,21.61,62.62,0.05,5.22,10095,0,096690,9374,-134261,2,5,0.42,2,45,3.81,5,-40,-3.39,173386
26,20161007,1215,1220,1175,1180,5,35,-2.88,6503906,-57.34,42.69,0.04,4.30,-264061,0,096690,7775,281630,3,0,0.00,2,5,0.41,5,-40,-3.29,178686
27,20161006,1175,1230,1165,1215,2,65,5.65,15246076,90.69,128.89,0.21,10.07,140348,0,096690,18303,-24148,2,25,2.17,2,80,6.96,2,15,1.30,183986
28,20161005,1150,1175,1135,1150,5,10,-0.86,7995110,-21.13,77.34,0.12,5.28,-14535,0,096690,9244,12501,5,-10,-0.86,2,15,1.29,5,-25,-2.16,174143
29,20161004,1175,1205,1145,1160,2,15,1.31,10137149,-52.62,72.14,0.13,6.69,-211961,-7000,096690,11909,200133,2,30,2.62,2,60,5.24,3,0,0.00,175657
30,20160930,1180,1255,1140,1145,5,25,-2.14,21394358,22.25,96.69,0.27,14.13,605,3420,096690,25734,56343,2,10,0.85,2,85,7.26,5,-30,-2.56,173386
31,20160929,1235,1245,1165,1170,5,95,-7.51,17500722,-1.86,55.76,0.29,11.56,127721,0,096690,20976,-251003,5,-30,-2.37,5,-20,-1.58,5,-100,-7.91,177171
32,20160928,1330,1340,1215,1265,5,65,-4.89,17832372,10.54,75.22,0.25,11.78,244771,-1500,096690,22575,-246514,3,0,0.00,2,10,0.75,5,-115,-8.65,191557
33,20160927,1370,1405,1305,1330,5,5,-0.37,16131854,-34.19,75.50,0.09,10.65,79410,-6106,096690,21689,-66520,2,35,2.62,2,70,5.24,5,-30,-2.25,201400
34,20160926,1385,1445,1335,1335,5,30,-2.20,24511009,-39.87,89.33,0.04,16.19,30818,1890,096690,34043,-69337,2,20,1.47,2,80,5.86,5,-30,-2.20,202157
35,20160923,1300,1425,1300,1365,2,45,3.41,40763711,21.99,103.24,0.02,26.92,-74917,5607,096690,55748,-18749,5,-20,-1.52,2,105,7.95,5,-20,-1.52,206700
36,20160922,1250,1340,1205,1320,2,100,8.20,33416750,-23.93,126.07,0.08,22.07,-57193,-2748,096690,42676,139578,2,30,2.46,2,120,9.84,5,-15,-1.23,199886
37,20160921,1315,1350,1220,1220,5,45,-3.56,43927991,0.09,78.12,0,29.01,0,6914,096690,56376,-7995,2,50,3.95,2,85,6.72,5,-45,-3.56,184743
38,20160920,1170,1265,1140,1265,2,115,10.00,43887461,-30.05,135.49,0.34,28.98,-332237,-3227,096690,52254,285237,2,20,1.74,2,115,10.00,5,-10,-0.87,191557
39,20160919,1045,1185,1045,1150,2,135,13.30,62743315,770.45,126.84,0.34,41.43,304524,-8796,096690,70619,-273963,2,30,2.96,2,170,16.75,2,30,2.96,174143
40,20160913,1015,1035,1000,1015,2,17,1.70,7208120,-38.88,94.91,0.14,4.76,86134,0,096690,7308,-79918,2,17,1.70,2,37,3.71,2,2,0.20,153700
41,20160912,996,1040,989,998,5,2,-0.20,11793238,-21.16,69.46,0.08,7.79,-505897,0,096690,11921,549086,5,-4,-0.40,2,40,4.00,5,-11,-1.10,151126
42,20160909,958,1040,950,1000,2,35,3.63,14958886,-1.76,103.47,0.42,9.88,399681,2599,096690,14944,-373295,5,-7,-0.73,2,75,7.77,5,-15,-1.55,151429
43,20160908,1015,1050,965,965,5,50,-4.93,15227623,-24.79,60.43,0.15,10.06,92346,-206,096690,15272,-123831,3,0,0.00,2,35,3.45,5,-50,-4.93,146129
44,20160907,1015,1045,1000,1015,2,26,2.63,20245564,-60.11,114.74,0.09,13.37,-227335,-147,096690,20705,279447,2,26,2.63,2,56,5.66,2,11,1.11,153700
45,20160906,945,1065,945,989,2,44,4.66,50756465,67.74,108.18,0.24,33.52,-9406,1,096690,51348,67675,3,0,0.00,2,120,12.70,3,0,0.00,149763
46,20160905,920,989,919,945,2,39,4.30,30258488,70.49,94.06,0.25,19.98,-88801,905,096690,28975,-21269,2,14,1.55,2,83,9.16,2,13,1.43,143100
47,20160902,934,946,902,906,5,23,-2.48,17747667,-6.42,69.29,0.31,11.72,1767,9778,096690,16351,-34241,2,5,0.54,2,17,1.83,5,-27,-2.91,137194
48,20160901,937,974,929,929,5,3,-0.32,18966072,-51.80,76.25,0.31,12.52,-280082,-1494,096690,18094,290369,2,5,0.54,2,42,4.51,5,-3,-0.32,140677
