,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,6140,6440,6010,6140,3,0,0.00,225489,-70.85,55.46,0.92,1.61,-29134,0,121800,1393,29133,3,0,0.00,2,300,4.89,5,-130,-2.12,85756
1,20161111,5190,6370,5110,6140,2,820,15.41,773486,356.00,111.26,0.92,5.54,31482,-1,121800,4575,-31481,5,-130,-2.44,2,1050,19.74,5,-210,-3.95,85756
2,20161110,5150,5520,5150,5320,2,200,3.91,169624,-67.86,117.72,0.63,1.21,18844,0,121800,904,-18844,2,30,0.59,2,400,7.81,2,30,0.59,74303
3,20161109,5830,5890,4635,5120,5,660,-11.42,527738,383.59,60.33,0.49,3.78,565,0,121800,2662,-571,2,50,0.87,2,110,1.90,5,-1145,-19.81,71510
4,20161108,5870,6030,5640,5780,2,40,0.70,109129,-40.64,61.45,0.49,0.78,458,0,121800,635,-458,2,130,2.26,2,290,5.05,5,-100,-1.74,80728
5,20161107,5610,5840,5430,5740,2,160,2.87,183841,-73.70,71.95,0.51,1.32,-26983,0,121800,1037,26983,2,30,0.54,2,260,4.66,5,-150,-2.69,80170
6,20161104,4995,5930,4870,5580,2,585,11.71,699072,194.80,110.16,0.68,5.01,-48981,0,121800,3831,49263,3,0,0.00,2,935,18.72,5,-125,-2.50,77935
7,20161103,4810,5280,4810,4995,5,15,-0.30,237133,-28.73,76.95,1.03,1.70,34750,0,121800,1191,-23709,5,-200,-3.99,2,270,5.39,5,-200,-3.99,69764
8,20161102,5910,5980,4935,5010,5,860,-14.65,332729,21.19,43.08,0.78,2.38,12172,0,121800,1774,-7172,2,40,0.68,2,110,1.87,5,-935,-15.93,69974
9,20161101,5980,6120,5580,5870,5,110,-1.84,274561,-3.36,101.64,0.69,1.97,32648,1,121800,1602,-29739,3,0,0.00,2,140,2.34,5,-400,-6.69,81985
10,20161031,6500,6580,5920,5980,5,630,-9.53,284103,147.27,34.72,0.49,2.03,29,0,121800,1743,1771,5,-110,-1.66,5,-30,-0.45,5,-690,-10.44,83522
11,20161028,6860,6860,6500,6610,5,110,-1.64,114894,-37.05,63.56,0.49,0.82,13559,1,121800,764,-13560,2,140,2.08,2,140,2.08,5,-220,-3.27,92321
12,20161027,7030,7200,6710,6720,5,390,-5.49,182530,17.76,31.21,0.36,1.31,-20768,0,121800,1251,20768,5,-80,-1.13,2,90,1.27,5,-400,-5.63,93857
13,20161026,7340,7380,6610,7110,5,110,-1.52,154998,5.50,59.80,0.50,1.11,15650,0,121800,1105,-15650,2,120,1.66,2,160,2.22,5,-610,-8.45,99304
14,20161025,7560,7650,7110,7220,5,340,-4.50,146922,-39.01,32.56,0.36,1.05,-8344,0,121800,1083,8444,3,0,0.00,2,90,1.19,5,-450,-5.95,100840
15,20161024,7590,7840,7420,7560,2,20,0.27,240906,-39.67,125.31,0.42,1.72,-14947,0,121800,1838,14947,2,50,0.66,2,300,3.98,5,-120,-1.59,105589
16,20161021,7370,7680,6850,7540,2,170,2.31,399321,-72.84,52.84,0.53,2.86,-44725,0,121800,2887,44815,3,0,0.00,2,310,4.21,5,-520,-7.06,105310
17,20161020,6350,7640,6350,7370,2,1130,18.11,1470217,75.57,108.42,0.85,10.53,42515,0,121800,10271,-42625,2,110,1.76,2,1400,22.44,2,110,1.76,102935
18,20161019,8200,8240,6040,6240,5,1920,-23.53,837403,561.30,51.39,0.53,6.00,19555,0,121800,5834,-12048,2,40,0.49,2,80,0.98,5,-2120,-25.98,87153
19,20161018,8200,8290,7960,8160,3,0,0.00,126630,-43.18,87.94,0.42,0.91,-8513,0,121800,1030,8493,2,40,0.49,2,130,1.59,5,-200,-2.45,113969
20,20161017,8180,8390,8160,8160,2,40,0.49,222869,-12.94,67.57,0.48,1.60,54,0,121800,1838,-1053,2,60,0.74,2,270,3.33,2,40,0.49,113969
21,20161014,8120,8300,8010,8120,3,0,0.00,255990,-14.89,41.46,0.48,1.83,-11253,-8987,121800,2074,18530,3,0,0.00,2,180,2.22,5,-110,-1.35,113411
