,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,1180,1205,1180,1190,3,0,0.00,1069162,-61.00,67.95,0.36,0.79,-154054,0,012170,1271,154055,5,-10,-0.84,2,15,1.26,5,-10,-0.84,161671
1,20161111,1150,1225,1135,1190,2,35,3.03,2741147,41.96,104.56,0.36,2.02,-286753,0,012170,3262,292753,5,-5,-0.43,2,70,6.06,5,-20,-1.73,161671
2,20161110,1130,1155,1125,1155,2,45,4.05,1930917,-69.07,81.91,0.57,1.42,324468,0,012170,2198,-333362,2,20,1.80,2,45,4.05,2,15,1.35,156916
3,20161109,1195,1215,1030,1110,5,90,-7.50,6243041,288.38,67.09,0.33,4.60,73058,0,012170,6856,-78058,5,-5,-0.42,2,15,1.25,5,-170,-14.17,150802
4,20161108,1195,1235,1180,1200,2,5,0.42,1607464,-0.51,58.35,0.28,1.18,-321075,0,012170,1934,320575,3,0,0.00,2,40,3.35,5,-15,-1.26,163030
5,20161107,1160,1215,1160,1195,2,20,1.70,1615636,22.84,96.27,0.51,1.19,-71460,0,012170,1925,68460,5,-15,-1.28,2,40,3.40,5,-15,-1.28,162350
6,20161104,1190,1215,1165,1175,5,5,-0.42,1315264,-12.09,56.64,0.56,0.97,-193677,0,012170,1554,191677,2,10,0.85,2,35,2.97,5,-15,-1.27,159633
7,20161103,1150,1210,1150,1180,2,20,1.72,1496075,-25.53,85.34,0.70,1.10,200168,0,012170,1771,-130746,5,-10,-0.86,2,50,4.31,5,-10,-0.86,160313
8,20161102,1230,1245,1145,1160,5,75,-6.07,2008961,-15.78,35.93,0.56,1.48,-30212,0,012170,2385,30212,5,-5,-0.40,2,10,0.81,5,-90,-7.29,157595
9,20161101,1200,1275,1200,1235,2,25,2.07,2385249,2.46,58.21,0.59,1.76,230306,0,012170,2952,-230506,5,-10,-0.83,2,65,5.37,5,-10,-0.83,167785
10,20161031,1265,1285,1195,1210,5,35,-2.81,2327901,-13.03,62.26,0.42,1.71,359319,0,012170,2849,-361169,2,20,1.61,2,40,3.21,5,-50,-4.02,164388
11,20161028,1325,1355,1240,1245,5,80,-6.04,2676663,89.00,35.97,0.15,1.97,94235,0,012170,3455,-93644,3,0,0.00,2,30,2.26,5,-85,-6.42,169143
12,20161027,1340,1380,1320,1325,5,15,-1.12,1416221,-53.18,56.50,0.08,1.04,71529,0,012170,1896,-72498,3,0,0.00,2,40,2.99,5,-20,-1.49,180012
13,20161026,1365,1390,1300,1340,5,30,-2.19,3024992,-48.03,63.73,0.00,2.23,-116539,0,012170,4045,119239,5,-5,-0.36,2,20,1.46,5,-70,-5.11,182050
14,20161025,1360,1415,1260,1370,5,10,-0.72,5820217,217.39,79.93,0.09,4.28,256930,0,012170,7740,-214921,5,-20,-1.45,2,35,2.54,5,-120,-8.70,186126
15,20161024,1405,1420,1370,1380,5,25,-1.78,1833784,0.96,52.75,0.00,1.35,21151,0,012170,2548,-29949,3,0,0.00,2,15,1.07,5,-35,-2.49,187484
16,20161021,1440,1450,1405,1405,5,35,-2.43,1816416,-14.88,35.52,0.00,1.34,17012,0,012170,2572,-19855,3,0,0.00,2,10,0.69,5,-35,-2.43,189917
17,20161020,1480,1490,1435,1440,5,45,-3.03,2134038,18.69,42.61,0.00,1.58,8482,0,012170,3107,-14826,5,-5,-0.34,2,5,0.34,5,-50,-3.37,194648
18,20161019,1480,1520,1460,1485,2,15,1.02,1797920,-21.15,74.66,0.00,1.33,-11588,0,012170,2669,12445,2,10,0.68,2,50,3.40,5,-10,-0.68,200731
19,20161018,1465,1505,1425,1470,2,5,0.34,2280044,-32.43,85.42,0.00,1.69,23783,0,012170,3338,4875,3,0,0.00,2,40,2.73,5,-40,-2.73,198703
20,20161017,1500,1515,1460,1465,5,70,-4.56,3374195,6.91,51.86,0.00,2.50,5260,0,012170,4995,-15639,5,-35,-2.28,5,-20,-1.30,5,-75,-4.89,198027
21,20161014,1585,1610,1530,1535,5,65,-4.06,3156152,-2.89,31.46,0.00,2.33,13634,0,012170,4905,-30839,5,-15,-0.94,2,10,0.62,5,-70,-4.38,207489
22,20161013,1590,1645,1580,1600,2,10,0.63,3250040,-4.60,82.19,0.00,2.40,-51658,0,012170,5220,443,3,0,0.00,2,55,3.46,5,-10,-0.63,216276
23,20161012,1605,1635,1575,1590,5,35,-2.15,3406696,-41.66,51.32,0.00,2.52,-114986,0,012170,5443,111389,5,-20,-1.23,2,10,0.62,5,-50,-3.08,214924
24,20161011,1700,1700,1595,1625,5,55,-3.27,5839463,-55.76,37.49,0.00,4.32,-107194,0,012170,9540,105957,2,20,1.19,2,20,1.19,5,-85,-5.06,219655
25,20161010,1770,1795,1650,1680,5,60,-3.45,13199940,59.87,97.11,0.02,9.77,209767,0,012170,22915,-212510,2,30,1.72,2,55,3.16,5,-90,-5.17,227089
26,20161007,1680,1740,1655,1740,2,105,6.42,8256577,-24.99,117.00,0.00,6.11,-147153,0,012170,14008,266111,2,45,2.75,2,105,6.42,2,20,1.22,235200
27,20161006,1760,1805,1635,1635,5,90,-5.22,11007770,-4.62,71.43,0.00,8.14,308901,0,012170,19063,-311028,2,35,2.03,2,80,4.64,5,-90,-5.22,221007
28,20161005,1745,1820,1720,1725,2,5,0.29,11541124,-17.55,81.80,0.00,8.54,-301753,0,012170,20346,326980,2,25,1.45,2,100,5.81,3,0,0.00,233172
29,20161004,1610,1725,1610,1720,2,125,7.84,13997742,199.68,146.39,0.00,10.36,168012,0,012170,23609,-177449,2,15,0.94,2,130,8.15,2,15,0.94,232496
30,20160930,1595,1650,1550,1595,2,5,0.31,4670850,-4.66,88.01,0.00,3.46,-93669,0,012170,7470,97765,2,5,0.31,2,60,3.77,5,-40,-2.52,215600
31,20160929,1625,1670,1575,1590,5,35,-2.15,4899281,-39.38,49.19,0.00,3.62,49843,0,012170,7891,-138489,3,0,0.00,2,45,2.77,5,-50,-3.08,214924
32,20160928,1720,1725,1615,1625,5,45,-2.69,8081705,-79.00,49.58,0.00,5.98,-109389,0,012170,13376,94557,2,50,2.99,2,55,3.29,5,-55,-3.29,219655
33,20160927,1530,1785,1505,1670,2,150,9.87,38491032,1954.50,121.53,0.00,28.48,176934,0,012170,64061,-144066,2,10,0.66,2,265,17.43,5,-15,-0.99,225738
34,20160926,1500,1525,1475,1520,2,25,1.67,1873499,-29.35,69.73,0.00,1.39,37789,0,012170,2819,-14082,2,5,0.33,2,30,2.01,5,-20,-1.34,205462
35,20160923,1545,1560,1495,1495,5,45,-2.92,2651683,-10.97,41.03,0.00,1.96,32293,0,012170,4046,44242,2,5,0.32,2,20,1.30,5,-45,-2.92,202082
36,20160922,1540,1580,1535,1540,5,20,-1.28,2978503,5.07,55.93,0.00,2.20,-81571,0,012170,4631,81440,5,-20,-1.28,2,20,1.28,5,-25,-1.60,208165
37,20160921,1565,1570,1515,1560,2,15,0.97,2834812,4.80,50.54,0,2.10,0,0,012170,4373,-50172,2,20,1.29,2,25,1.62,5,-30,-1.94,210869
38,20160920,1600,1605,1545,1545,5,45,-2.83,2704950,-41.73,49.32,0.00,2.00,-61373,0,012170,4241,43373,2,10,0.63,2,15,0.94,5,-45,-2.83,208841
39,20160919,1585,1635,1560,1590,2,10,0.63,4641715,-7.73,80.30,0.00,3.43,-269702,0,012170,7390,225838,2,5,0.32,2,55,3.48,5,-20,-1.27,214924
40,20160913,1495,1610,1490,1580,2,90,6.04,5030564,41.71,146.08,0.03,3.72,829054,0,012170,7843,-875654,2,5,0.34,2,120,8.05,3,0,0.00,213572
41,20160912,1465,1535,1415,1490,5,10,-0.67,3549848,-3.07,83.80,0.00,2.63,157424,0,012170,5287,-184307,5,-35,-2.33,2,35,2.33,5,-85,-5.67,201407
42,20160909,1545,1575,1490,1500,5,40,-2.60,3662187,-22.56,55.64,0.00,2.71,-27671,0,012170,5567,13051,2,5,0.32,2,35,2.27,5,-50,-3.25,202758
43,20160908,1545,1590,1490,1540,5,20,-1.28,4729225,27.95,67.57,0.00,3.50,578,0,012170,7303,-32017,5,-15,-0.96,2,30,1.92,5,-70,-4.49,208165
44,20160907,1630,1650,1560,1560,5,55,-3.41,3696039,-7.25,49.87,0.00,2.73,-164570,0,012170,5910,143145,2,15,0.93,2,35,2.17,5,-55,-3.41,210869
45,20160906,1620,1645,1535,1615,2,5,0.31,3985014,-40.40,81.89,0.00,2.95,38362,0,012170,6324,-38612,2,10,0.62,2,35,2.17,5,-75,-4.66,218303
46,20160905,1650,1670,1600,1610,5,5,-0.31,6686222,-36.54,103.68,0.00,4.95,-56550,0,012170,11006,46843,2,35,2.17,2,55,3.41,5,-15,-0.93,217627
47,20160902,1545,1670,1545,1615,2,80,5.21,10535294,168.47,120.30,0.00,7.79,164359,0,012170,16907,-164795,2,10,0.65,2,135,8.79,2,10,0.65,218303
48,20160901,1425,1535,1415,1535,2,120,8.48,3924244,97.39,165.20,0.00,2.90,155431,0,012170,5843,-155381,2,10,0.71,2,120,8.48,3,0,0.00,207489
49,20160831,1425,1450,1400,1415,5,10,-0.70,1988077,24.69,53.79,0.00,1.47,-11367,0,012170,2820,14528,3,0,0.00,2,25,1.75,5,-25,-1.75,191269
50,20160830,1440,1460,1425,1425,5,5,-0.35,1594404,-39.43,48.87,0.00,1.18,1906,0,012170,2293,-906,2,10,0.70,2,30,2.10,5,-5,-0.35,192620
51,20160829,1475,1475,1420,1430,5,50,-3.38,2632338,6.07,47.71,0.00,1.95,3026,0,012170,3788,-33,5,-5,-0.34,5,-5,-0.34,5,-60,-4.05,193296
52,20160826,1525,1535,1480,1480,5,60,-3.90,2481591,-37.14,35.27,0.00,1.84,-644,0,012170,3724,9905,5,-15,-0.97,5,-5,-0.32,5,-60,-3.90,200055
