,date,open,high,low,close,sign,change,diff,volume,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,shcode,value,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff,marketcap
0,20161114,980,1020,950,971,3,0,0.00,594070,-62.88,74.24,0.00,1.10,11709,2166,038530,580,-13330,2,9,0.93,2,49,5.05,5,-21,-2.16,52307
1,20161111,937,1020,937,971,2,36,3.85,1600302,1.83,68.70,0.00,2.97,8089,-3,038530,1576,-8086,2,2,0.21,2,85,9.09,2,2,0.21,52307
2,20161110,851,984,850,935,2,99,11.84,1571510,-26.71,101.28,0.00,2.92,-76897,2185,038530,1416,75900,2,15,1.79,2,148,17.70,2,14,1.67,50368
3,20161109,990,990,793,836,5,137,-14.08,2144198,8.90,35.25,0.11,3.98,-62708,14135,038530,1872,53890,2,17,1.75,2,17,1.75,5,-180,-18.50,45035
4,20161108,1085,1090,948,973,5,37,-3.66,1969043,-73.24,44.48,0.23,3.66,-9629,0,038530,1956,58377,2,75,7.43,2,80,7.92,5,-62,-6.14,52415
5,20161107,868,1040,858,1010,2,142,16.36,7357086,762.04,132.51,0.24,13.66,115245,0,038530,7275,-120856,3,0,0.00,2,172,19.82,5,-10,-1.15,54408
6,20161104,840,868,812,868,2,23,2.72,853450,-64.29,97.61,0.03,1.58,12495,-3,038530,718,-8748,5,-5,-0.59,2,23,2.72,5,-33,-3.91,46759
7,20161103,745,882,740,845,2,115,15.75,2389991,1813.80,124.74,0.01,4.44,-14635,-1,038530,2002,45496,2,15,2.05,2,152,20.82,2,10,1.37,45520
8,20161102,719,750,685,730,2,10,1.39,124882,17.84,141.55,0.03,0.23,-10498,2,038530,91,13396,5,-1,-0.14,2,30,4.17,5,-35,-4.86,39325
9,20161101,730,730,698,720,2,6,0.84,105975,68.79,57.56,0.05,0.20,8920,3,038530,75,-8443,2,16,2.24,2,16,2.24,5,-16,-2.24,38786
10,20161031,711,759,711,714,5,6,-0.83,62786,-67.40,92.13,0.04,0.12,-9115,4305,038530,45,4803,5,-9,-1.25,2,39,5.42,5,-9,-1.25,38463
11,20161028,752,752,710,720,5,32,-4.26,192609,-9.30,31.14,0.05,0.36,-12,0,038530,139,-488,3,0,0.00,3,0,0.00,5,-42,-5.59,38786
